vid,from,WKT,cost_before,cost_remain,visit_number
3958764836,4252365531,"LINESTRING(8563558.76640615 5345162.414108317,8563576.60171275 5345178.147139326)",6407,3115,225
6562728027,6562728028,"LINESTRING(8561973.12271939 5343389.413487825,8561986.711524418 5343402.8131471025)",3977,5545,194
7638650263,3812514729,"LINESTRING(8559136.459669694 5342115.951214179,8559094.843954297 5342104.300944701)",471,9031,178
3824503772,6485288966,"LINESTRING(8561870.357381362 5343524.576151658,8561857.617876647 5343536.810799911)",4154,5382,292
4274051848,2567616750,"LINESTRING(8560388.328332944 5342227.212021545,8560387.47903263 5342319.833288133)",1969,7525,173
2554593265,2554593300,"LINESTRING(8561074.562986882 5342495.757977501,8561124.671705425 5342452.06776117)",2979,6544,264
2568901787,2568901780,"LINESTRING(8561355.68139091 5342679.2591233235,8561305.572672367 5342687.414813687)",3297,6438,444
4315405473,6562728034,"LINESTRING(8561906.877294876 5343023.551977167,8561986.711524418 5343348.632034695)",3925,5521,139
9264366606,4929479163,"LINESTRING(8560756.075369027 5342382.163841165,8560758.62326997 5342396.14458321)",2234,6978,49
3812220411,3812220409,"LINESTRING(8559229.033403952 5341488.604929513,8559220.540400809 5341456.568880413)",845,8529,101
2180514827,2180514840,"LINESTRING(8561089.850392539 5342778.875544564,8561099.192695996 5342785.283654905)",3206,6315,190
4271849759,7206064663,"LINESTRING(8560486.847169401 5342287.211856504,8560506.381076628 5342304.687609244)",2034,7330,97
6562728030,6562728034,"LINESTRING(8561906.877294876 5343023.551977167,8561954.438112475 5343177.93446115)",3744,5778,192
7805800290,2430365619,"LINESTRING(8563974.923560146 5345516.122370891,8563937.55434632 5345584.301619656)",7046,2544,330
4959914414,4837056506,"LINESTRING(8564037.771783404 5345517.870550523,8564154.975226775 5345402.491398678)",7214,2560,470
4929479194,4348168667,"LINESTRING(8560466.463961858 5342182.94054638,8560477.504865943 5342220.804295015)",1925,7321,59
4291263236,4291263241,"LINESTRING(8560108.059229232 5341844.503719548,8560167.510251231 5341788.0016945945)",1468,7908,102
2429960985,1382633087,"LINESTRING(8563978.320761405 5345503.885122659,8564080.236799117 5345598.869899921)",7061,2548,337
4610627638,2180514975,"LINESTRING(8561055.878379967 5342594.207349246,8561103.439197566 5342621.586945203)",2642,6542,32
4422325955,7638650249,"LINESTRING(8559066.817043925 5341709.947914407,8558943.668498354 5341696.550689518)",482,8952,134
2567616747,2493653541,"LINESTRING(8559832.036627091 5341931.296157191,8559832.036627091 5341940.616198561)",1243,8182,128
2180514840,2180514989,"LINESTRING(8561077.96018814 5342768.972109976,8561089.850392539 5342778.875544564)",3195,6304,177
2568613185,2486920166,"LINESTRING(8562410.512381243 5344214.402359035,8562407.964480301 5344235.9602511395)",5028,4494,214
3811153311,3812220420,"LINESTRING(8559354.729850465 5341616.750227308,8559364.921454236 5341616.750227308)",553,8325,6
260542519,2180483098,"LINESTRING(8560386.629732314 5342171.29019314,8560388.328332944 5342219.639254301)",1868,7424,74
9620085184,4315428230,"LINESTRING(8559832.885927405 5342039.642213851,8559847.324032748 5342039.642213851)",1356,8069,131
6517469125,9620024298,"LINESTRING(8563826.296005148 5345545.258740918,8563772.79008535 5345507.964203617)",6978,2544,261
2554593300,4610627639,"LINESTRING(8561081.357389396 5342584.304110947,8561074.562986882 5342495.757977501)",2897,6626,262
6562728040,6562728035,"LINESTRING(8561899.233592048 5343173.856400376,8561838.083969418 5343127.832695386)",3903,5641,305
4252365531,3315266489,"LINESTRING(8563534.98599735 5345139.105963079,8563558.76640615 5345162.414108317)",6383,3139,222
5061880834,1849523808,"LINESTRING(8559071.912845809 5342097.893302695,8559051.529638268 5342092.650689785)",516,9025,299
6485288968,6485288966,"LINESTRING(8561870.357381362 5343524.576151658,8561754.85253862 5343417.9606112335)",4293,5414,414
8390169461,8390169460,"LINESTRING(8562142.133481933 5344023.296740178,8562151.47578539 5344016.305145536)",4702,5025,432
3818837348,3818837346,"LINESTRING(8558991.229315953 5341479.285340234,8559001.420919726 5341471.7131808065)",972,8777,453
260707449,2607502583,"LINESTRING(8560362.849323515 5341928.383646173,8560383.232531058 5341934.791171612)",1893,7504,118
1382633087,6517469128,"LINESTRING(8563871.308921807 5345409.484033861,8563978.320761405 5345503.885122659)",6922,2600,230
4348169870,2567616750,"LINESTRING(8560388.328332944 5342227.212021545,8560195.537161602 5342226.629500769)",2069,7625,404
3824503776,3824503772,"LINESTRING(8561857.617876647 5343536.810799911,8561891.589889219 5343639.349435956)",4268,5389,377
2460993525,3315266492,"LINESTRING(8563710.791162407 5345298.185213751,8563700.599558635 5345273.711306035)",6614,2908,233
4271849760,260542519,"LINESTRING(8560388.328332944 5342219.639254301,8560395.972035773 5342203.911218922)",1885,7407,75
1419995692,2187767012,"LINESTRING(8565079.863269025 5345256.229982752,8565359.283072423 5344944.485227148)",8903,871,491
2180483098,4278396500,"LINESTRING(8560383.232531058 5342128.766527433,8560386.629732314 5342171.29019314)",1820,7466,70
3812220444,3812220424,"LINESTRING(8559235.827806467 5341416.378356389,8559242.62220898 5341387.837364875)",917,8571,165
2184621851,2184622014,"LINESTRING(8562113.257271247 5343865.987129909,8562124.298175331 5343891.622588925)",4557,4965,202
3812514752,3812514748,"LINESTRING(8558949.613600554 5341758.294581785,8558871.47797164 5341737.324912117)",606,9076,397
3793382663,3793382659,"LINESTRING(8564805.539267514 5345468.338921358,8564933.783614969 5345600.618095083)",8289,1485,484
3604255847,3604255850,"LINESTRING(8563445.80946435 5345238.165983162,8563464.494071264 5345244.575785457)",6496,3140,365
3812220423,3812220387,"LINESTRING(8559238.37570741 5341603.935618226,8559219.691100495 5341548.017530285)",739,8423,20
4291263227,2493653542,"LINESTRING(8559455.796587864 5341651.699250736,8559622.259449463 5341668.591325714)",824,8368,35
3812220426,3812220412,"LINESTRING(8559252.813812751 5341462.393608421,8559256.211014008 5341412.301066535)",900,8580,157
4428058064,3818844165,"LINESTRING(8559053.228238896 5341600.440727899,8559060.871941725 5341593.450951177)",778,8779,315
4278396504,2180483162,"LINESTRING(8560255.837483916 5341962.1688299365,8560306.795502773 5342018.671911014)",1641,7543,27
4929479163,2180483261,"LINESTRING(8560509.778277885 5342202.746180319,8560756.075369027 5342382.163841165)",2220,6964,29
2180514975,2180514943,"LINESTRING(8560840.15610014 5342443.912276812,8561055.878379967 5342594.207349246)",2587,6597,31
3812515759,3812514742,"LINESTRING(8559041.338034496 5341872.463611191,8559029.447830096 5341915.568608516)",432,8902,91
260709988,260709989,"LINESTRING(8560112.305730803 5341479.86781429,8560333.973112829 5341497.342052928)",1924,7836,461
3540581372,7206116686,"LINESTRING(8559863.460738719 5341538.697881585,8559882.145345634 5341556.754709407)",1209,8188,108
2075262281,5204082566,"LINESTRING(8562481.853607643 5344149.146341067,8563511.205588551 5345125.703805979)",6339,3183,215
4999059200,5206047354,"LINESTRING(8563687.860053921 5345290.6099497285,8563731.174369948 5345330.234475865)",6626,2896,236
2429777956,2429777959,"LINESTRING(8564045.415486233 5345612.8554704115,8563984.265863603 5345602.949022478)",7168,2529,407
3689654599,3689654580,"LINESTRING(8559714.83318372 5341790.914161732,8559718.230384976 5341825.2813427085)",1047,8406,143
2315284833,2315284620,"LINESTRING(8559630.752452606 5341433.852475969,8559702.093679005 5341492.099777896)",1193,8296,171
2315284679,2315284620,"LINESTRING(8559630.752452606 5341433.852475969,8559630.752452606 5341510.156515422)",1176,8313,172
2486920179,2486920157,"LINESTRING(8562438.539291615 5344067.576961439,8562470.812703557 5344127.588649868)",4886,4636,201
2486920159,2486920179,"LINESTRING(8562470.812703557 5344127.588649868,8562481.853607643 5344139.824090102)",4902,4620,204
4929479169,2180514943,"LINESTRING(8560840.15610014 5342443.912276812,8560943.770738482 5342602.945509428)",2521,6957,154
1697452869,3689654587,"LINESTRING(8559630.752452606 5341688.978353539,8559573.000031235 5341694.803226825)",910,8454,98
4288248008,4288248007,"LINESTRING(8559381.058160208 5341484.5276080575,8559410.783671208 5341482.780185121)",718,8472,34
2180483063,2503124678,"LINESTRING(8559985.759983975 5341747.227250246,8560018.882696232 5341788.0016945945)",1269,7923,37
4277210470,4315428230,"LINESTRING(8559832.885927405 5342039.642213851,8559819.297122376 5342040.224722937)",1356,8097,142
4611274857,4611262686,"LINESTRING(8562441.936492871 5344255.187602404,8562424.950486585 5344307.043383971)",5129,4516,369
4280232588,2180514860,"LINESTRING(8561041.440274624 5342855.77315956,8561039.741673997 5342920.437554338)",3194,6478,389
2503243930,3936481582,"LINESTRING(8559017.557625696 5341680.823537057,8559080.405848954 5341665.67889681)",477,8903,104
6485288969,6485288968,"LINESTRING(8561754.85253862 5343417.9606112335,8561778.632947419 5343395.239424273)",4326,5447,466
2256029863,6322382708,"LINESTRING(8563910.376736261 5345609.359075821,8563934.15714506 5345584.88435043)",7036,2586,358
2184622014,2184621942,"LINESTRING(8562109.010769675 5343851.4215596225,8562113.257271247 5343865.987129909)",4529,4993,199
3793382253,2187766870,"LINESTRING(8565175.83420454 5345351.794950608,8565276.051641624 5345247.4893334145)",8755,1019,492
3812220420,3811153339,"LINESTRING(8559360.674952665 5341694.803226825,8559354.729850465 5341616.750227308)",543,8315,4
3689654605,3689654604,"LINESTRING(8559718.230384976 5341855.571166625,8559629.053851979 5341854.9886690825)",1166,8465,364
2614511836,4315405480,"LINESTRING(8561171.38322271 5342625.082218563,8561317.462876767 5342608.188409468)",3054,6669,424
4610627639,4315423171,"LINESTRING(8560867.333710197 5342432.261597255,8561081.357389396 5342584.304110947)",2798,6599,117
3812232593,4288248008,"LINESTRING(8559410.783671208 5341482.780185121,8559398.044166494 5341361.0438605575)",840,8426,65
3936481582,4278407760,"LINESTRING(8559100.789056495 5341710.530402883,8559017.557625696 5341680.823537057)",412,8882,77
6562728035,9612714002,"LINESTRING(8561943.397208389 5343176.769300747,8561899.233592048 5343173.856400376)",3799,5745,304
4252366127,5205906330,"LINESTRING(8563577.451013064 5345460.180795939,8563596.135619977 5345605.86268254)",6888,2732,354
2184622036,6562728028,"LINESTRING(8561973.12271939 5343389.413487825,8561942.547908075 5343462.820553328)",4042,5492,286
5176153374,1282631046,"LINESTRING(8563727.777168693 5345337.809772114,8563678.517750464 5345396.081487707)",6710,2812,247
6485288895,2180514961,"LINESTRING(8561016.81056551 5342850.530120194,8561010.016162997 5342908.203715499)",3161,6481,367
5204082566,9620064964,"LINESTRING(8562477.607106071 5344144.485214418,8562481.853607643 5344149.146341067)",4914,4608,211
253950103,5204082591,"LINESTRING(8563241.977388924 5344858.830084172,8563374.468237951 5344967.792885373)",6114,3408,209
9620024298,6246303362,"LINESTRING(8563830.54250672 5345534.769637208,8563826.296005148 5345545.258740918)",6903,2619,259
6322387184,6322387186,"LINESTRING(8563719.284165548 5345347.715938045,8563681.914951721 5345391.419737043)",6705,2817,254
5205906330,4252366014,"LINESTRING(8563549.424102694 5345433.958298342,8563577.451013064 5345460.180795939)",6740,2880,353
2315284688,2315284953,"LINESTRING(8559554.315424321 5341394.826987368,8559502.508105151 5341610.9254028145)",1264,8444,415
3812514748,7638650248,"LINESTRING(8559043.036635125 5341767.031958074,8558949.613600554 5341758.294581785)",525,8995,189
3812514743,3811153328,"LINESTRING(8559119.47366341 5341795.574111046,8559104.186257754 5341886.443588476)",323,8793,13
4315405470,6562728027,"LINESTRING(8561986.711524418 5343402.8131471025,8562001.998930076 5343575.845261273)",4151,5371,195
7638650249,4278411493,"LINESTRING(8559080.405848954 5341715.7728008,8559066.817043925 5341709.947914407)",357,8827,23
3818844165,4278404388,"LINESTRING(8558930.92899364 5341605.683063882,8559053.228238896 5341600.440727899)",768,8789,314
6485334960,9264388643,"LINESTRING(8560936.976335969 5342695.570511189,8560914.045227483 5342627.412401533)",2705,6961,384
2180515003,2614511836,"LINESTRING(8561317.462876767 5342608.188409468,8561321.709378337 5342589.5470005)",3073,6688,462
2187766870,260713556,"LINESTRING(8565021.261547338 5345510.877833965,8565175.83420454 5345351.794950608)",8610,1164,489
260707457,260707449,"LINESTRING(8560383.232531058 5341934.791171612,8560531.860086057 5342075.757846036)",2098,7470,324
2493653543,3936481582,"LINESTRING(8559017.557625696 5341680.823537057,8558901.20348264 5341680.241050437)",528,8998,274
9264366614,2675713438,"LINESTRING(8560807.882688198 5342438.086935212,8560933.579134712 5342593.624805525)",2511,6971,163
4252366001,4999059200,"LINESTRING(8563731.174369948 5345330.234475865,8563766.844983147 5345362.283848258)",6674,2848,243
5204125611,253950103,"LINESTRING(8563374.468237951 5344967.792885373,8563564.71150835 5345129.782721316)",6364,3158,213
4315406291,2554593505,"LINESTRING(8561492.418741507 5342661.782668013,8561883.096886076 5342968.790503166)",3724,5991,420
1849523808,7638650263,"LINESTRING(8559094.843954297 5342104.300944701,8559071.912845809 5342097.893302695)",495,9007,180
4611262686,2568613185,"LINESTRING(8562407.964480301 5344235.9602511395,8562441.936492871 5344255.187602404)",5067,4455,220
2180514943,4929479163,"LINESTRING(8560756.075369027 5342382.163841165,8560840.15610014 5342443.912276812)",2324,6860,30
4428057511,4428058064,"LINESTRING(8559060.871941725 5341593.450951177,8559091.446753038 5341568.98677394)",817,8740,316
5061880832,3812514743,"LINESTRING(8559104.186257754 5341886.443588476,8559086.350951152 5341881.783593717)",341,8811,18
3812220422,3812220387,"LINESTRING(8559238.37570741 5341603.935618226,8559278.29282218 5341591.7035078155)",724,8408,14
260706791,2315284589,"LINESTRING(8559970.472578319 5341638.884593593,8560039.265903775 5341718.685245362)",1438,7959,111
3811153329,3812514733,"LINESTRING(8559203.554394523 5341831.1063012,8559155.14427661 5341804.894016667)",194,8664,2
2180514829,4610627638,"LINESTRING(8561103.439197566 5342621.586945203,8561349.736288708 5342664.695408288)",2894,6290,33
2184621933,2184622036,"LINESTRING(8561942.547908075 5343462.820553328,8561919.61679959 5343484.376706237)",4073,5461,287
4837056506,4837055058,"LINESTRING(8564012.292773975 5345550.503297203,8564037.771783404 5345517.870550523)",7049,2725,467
5229460432,5206061281,"LINESTRING(8563478.932176607 5345267.884194628,8563481.48007755 5345290.027237366)",6540,3057,335
4278396500,4278396504,"LINESTRING(8560306.795502773 5342018.671911014,8560383.232531058 5342128.766527433)",1777,7423,41
4611262685,4611262683,"LINESTRING(8562464.867601357 5344254.604954813,8562473.3606045 5344246.447892363)",5102,4489,331
2727018488,253950103,"LINESTRING(8563374.468237951 5344967.792885373,8563520.547892008 5345119.876787168)",6326,3196,212
4348167775,4277248395,"LINESTRING(8560429.09474803 5342171.872710455,8560433.3412496 5342176.532850295)",1846,7366,51
2429777959,4252366129,"LINESTRING(8564047.11408686 5345614.603668201,8564045.415486233 5345612.8554704115)",7102,2590,403
2567616750,260542519,"LINESTRING(8560388.328332944 5342219.639254301,8560388.328332944 5342227.212021545)",1876,7432,80
2315284600,2315284671,"LINESTRING(8559629.90315229 5341421.620588822,8559659.628663292 5341309.204473095)",1208,8521,434
5061880831,4278411493,"LINESTRING(8559080.405848954 5341715.7728008,8559100.789056495 5341770.526910882)",403,8873,66
2315284953,3812220909,"LINESTRING(8559443.05708315 5341360.461393927,8559554.315424321 5341394.826987368)",1005,8318,88
2634540341,2634540342,"LINESTRING(8565294.736248538 5344882.137528065,8565292.188347595 5344879.224094387)",8997,777,497
3692826882,3689654599,"LINESTRING(8559718.230384976 5341825.2813427085,8559718.230384976 5341846.251210316)",1068,8385,144
5204082590,2486920152,"LINESTRING(8562544.7018309 5344172.452009292,8563196.964472266 5344820.955612234)",5883,3639,203
4422325954,4422325955,"LINESTRING(8558943.668498354 5341696.550689518,8558836.656658756 5341693.055764456)",589,9059,373
3812220430,3812220429,"LINESTRING(8559270.649119351 5341387.254896572,8559263.854716837 5341368.615930055)",950,8530,159
9264388643,9264366614,"LINESTRING(8560933.579134712 5342593.624805525,8560936.976335969 5342695.570511189)",2613,6869,164
2184621916,4315405470,"LINESTRING(8562001.998930076 5343575.845261273,8562169.311091987 5343798.403076101)",4433,5089,196
2568613167,2486920178,"LINESTRING(8562398.622176843 5344202.166820845,8562380.786870245 5344202.749465156)",5008,4514,234
2614511834,2614511835,"LINESTRING(8561330.202381479 5342608.188409468,8561336.996783994 5342607.605864874)",3074,6661,438
4278407760,4278469910,"LINESTRING(8559122.021564351 5341778.68180587,8559100.789056495 5341710.530402883)",321,8791,11
2180515033,4610627638,"LINESTRING(8561103.439197566 5342621.586945203,8561044.837475883 5342692.075211384)",2921,6538,146
2180514872,2180514876,"LINESTRING(8560988.78365514 5342798.682445317,8560957.359543512 5342907.621152144)",3155,6509,381
5206052893,3315266493,"LINESTRING(8563770.242184406 5345357.039397958,8563812.70720012 5345390.837018374)",6726,2796,237
2184621942,2184621916,"LINESTRING(8562169.311091987 5343798.403076101,8562109.010769675 5343851.4215596225)",4514,5008,197
2675713438,9264366606,"LINESTRING(8560758.62326997 5342396.14458321,8560807.882688198 5342438.086935212)",2301,7045,93
2486920166,9620064964,"LINESTRING(8562477.607106071 5344144.485214418,8562410.512381243 5344214.402359035)",5005,4517,210
6517469128,2460993530,"LINESTRING(8563842.43271112 5345385.009833691,8563871.308921807 5345409.484033861)",6779,2743,226
2180514961,2180515062,"LINESTRING(8561006.61896174 5342844.121964975,8561016.81056551 5342850.530120194)",3103,6423,273
2312001534,4837056506,"LINESTRING(8564037.771783404 5345517.870550523,8564090.42840289 5345552.251483288)",7116,2658,469
4291263244,4291263240,"LINESTRING(8560088.525322003 5341833.436285615,8560121.64803426 5341867.221125118)",1405,7795,44
7638665924,3812514729,"LINESTRING(8559136.459669694 5342115.951214179,8559344.538246693 5342161.969921036)",642,8874,186
3812515760,3812515761,"LINESTRING(8558913.942987354 5341885.861089002,8558868.930070698 5341874.211107204)",597,9067,382
3315266496,4252366001,"LINESTRING(8563766.844983147 5345362.283848258,8563806.762097921 5345397.829644807)",6727,2795,249
3812514729,3812514733,"LINESTRING(8559203.554394523 5341831.1063012,8559136.459669694 5342115.951214179)",428,9016,137
3818813018,3812220420,"LINESTRING(8559354.729850465 5341616.750227308,8559347.935447952 5341196.207257131)",969,8741,416
5203867314,2312001986,"LINESTRING(8564171.111932745 5345624.510128531,8564311.246484602 5345738.143809485)",7408,2366,474
6246303379,4252365995,"LINESTRING(8563458.548969066 5345287.113676104,8563458.548969066 5345282.45197998)",6531,3089,345
4291263242,260381535,"LINESTRING(8560001.896689946 5341848.58119852,8559913.56945726 5341845.668713357)",1435,8089,266
4252366014,4252366100,"LINESTRING(8563544.328300808 5345419.972996478,8563549.424102694 5345433.958298342)",6702,2918,351
4315384415,5203867314,"LINESTRING(8564311.246484602 5345738.143809485,8564325.684589945 5345754.4605544275)",7430,2344,476
6246303357,5229452511,"LINESTRING(8563563.862208037 5345409.484033861,8563573.204511493 5345421.138437498)",6704,2916,352
2567616752,4274051848,"LINESTRING(8560387.47903263 5342319.833288133,8560385.780432 5342425.271196513)",2074,7630,411
3315266492,3958764836,"LINESTRING(8563576.60171275 5345178.147139326,8563710.791162407 5345298.185213751)",6587,2935,228
260711593,3245711233,"LINESTRING(8564860.743787942 5345412.397633403,8564930.386413712 5345422.303878664)",8261,1513,485
