vid,from,WKT,cost_before,cost_remain,visit_number
6889126118,6842730472,"LINESTRING(8561447.405824851 5351513.726334242,8561458.446728937 5351397.1066668)",8831,13297,565
297162537,297162496,"LINESTRING(8560968.400447598 5358012.334485527,8560988.78365514 5358053.180236086)",2826,19302,200
254854050,5137398776,"LINESTRING(8564242.453159146 5349404.302378543,8564268.781468889 5349151.879849755)",12981,9147,780
6552126391,6552035372,"LINESTRING(8563618.21742815 5352125.4204235915,8563638.600635692 5352127.169844706)",9783,12345,860
2747763309,2747763308,"LINESTRING(8563576.60171275 5348584.682830451,8563588.49191715 5348525.808243774)",12844,9284,1377
4230602345,259988442,"LINESTRING(8564778.361657456 5349978.545405051,8564873.483292654 5349989.0395158315)",12806,9322,1423
4425042933,4425042850,"LINESTRING(8565163.094699824 5346876.305316773,8565153.752396367 5346861.152227423)",16093,6035,1557
2497754351,2187767379,"LINESTRING(8565754.207718562 5345907.722803988,8565900.287372619 5345748.050401221)",17182,4946,1623
1865214235,259994580,"LINESTRING(8562999.07749904 5350077.073911055,8563202.909574468 5350095.147300499)",10987,11141,708
2389612955,260713562,"LINESTRING(8568285.122655118 5343480.881110485,8568092.331483776 5343734.315202136)",20977,1151,1716
243860467,343606367,"LINESTRING(8562286.514535358 5348903.5447335765,8562249.145321531 5348746.7355956705)",11400,10728,584
3589035463,3589035460,"LINESTRING(8561322.558678651 5350911.984532698,8561333.599582737 5350800.036861671)",9509,12619,637
2912719108,2912719117,"LINESTRING(8564261.13776606 5351864.177228465,8564275.575871402 5351865.343476433)",10577,11551,971
3793018413,2267608733,"LINESTRING(8563182.526366925 5353099.315710789,8562956.612483324 5353324.434154216)",8811,13317,1242
6889126120,6889126118,"LINESTRING(8561458.446728937 5351397.1066668,8561402.392908193 5351314.890679475)",8951,13177,1038
2200689286,2200690241,"LINESTRING(8561527.240054393 5356338.979956083,8561632.553293364 5356398.487402047)",4452,17676,378
9620073591,6512368960,"LINESTRING(8563573.204511493 5348280.404323253,8563608.875124693 5348234.355377199)",13065,9063,1136
2259716432,2259716368,"LINESTRING(8561952.739511847 5352691.083721945,8562029.176540133 5352727.823867575)",7519,14609,597
3411364215,6485649406,"LINESTRING(8564140.537121432 5347948.74041909,8564185.550038088 5347865.972007352)",13970,8158,1415
7236314977,7236314976,"LINESTRING(8562476.757805757 5350861.841138572,8562470.812703557 5350931.225674253)",9695,12433,1046
1382701786,2187647464,"LINESTRING(8564400.423017602 5347344.897635303,8564532.064566314 5347407.844668658)",14588,7540,1489
2188087049,299231790,"LINESTRING(8563988.512365175 5350164.526121356,8564008.046272403 5349929.573044498)",12011,10117,747
2912719103,3905599325,"LINESTRING(8564106.56510886 5351802.366295285,8564152.427325832 5351806.448136703)",10477,11651,897
6512368940,6512370485,"LINESTRING(8563270.85359961 5351219.264487257,8563277.648002123 5351156.874757313)",10110,12018,693
4637110959,4637110966,"LINESTRING(8562714.561893757 5349027.711463642,8562634.727664214 5349261.475857578)",11838,10290,623
2201605426,4305701589,"LINESTRING(8562061.449952075 5354900.415782481,8562208.378906446 5354968.663800515)",6922,15206,275
6512416612,6512416601,"LINESTRING(8563929.061343176 5352597.776067566,8563841.583410805 5352432.740444708)",9780,12348,1287
5228129027,256225428,"LINESTRING(8564297.657679575 5347258.054741473,8564404.669519173 5347365.879932475)",14444,7684,1464
619140041,260730713,"LINESTRING(8563024.556508468 5349818.22018358,8563216.498379495 5349826.382128147)",11234,10894,715
259994662,294966364,"LINESTRING(8562453.826697271 5351654.83808567,8562478.456406387 5351337.048108114)",9101,13027,665
3725006322,242093404,"LINESTRING(8562320.48654793 5348630.150587814,8562606.700753843 5348652.301626968)",11802,10326,1063
2382243966,2382244001,"LINESTRING(8561010.016162997 5355538.000109973,8560995.578057654 5355616.753264831)",4411,17717,259
2279368865,6556571771,"LINESTRING(8562391.82777433 5354732.422794131,8562550.6469331 5354574.348828679)",7448,14680,290
297173738,6476883911,"LINESTRING(8562948.119480183 5350602.965587174,8562948.968780497 5350591.887739986)",10271,11857,699
297442367,6512370489,"LINESTRING(8563113.733041467 5352097.429730486,8563095.048434554 5352288.1179941045)",9470,12658,827
2200690219,2200689692,"LINESTRING(8560271.124889573 5356184.962451972,8560353.507020058 5356071.784547973)",3715,18413,365
1419995595,4587145572,"LINESTRING(8566009.847113162 5345221.850142676,8566020.038716933 5345086.080149949)",17620,4508,1646
297162539,297162496,"LINESTRING(8560968.400447598 5358012.334485527,8560919.990329683 5358057.26482101)",2850,19278,199
2259715987,2259716194,"LINESTRING(8561145.054912968 5352306.778829182,8561170.533922395 5352245.54810413)",8168,13960,480
2267609127,2267608891,"LINESTRING(8563360.030132608 5353501.150115886,8563364.276634179 5353542.55929193)",8993,13135,1284
2019690486,8179319498,"LINESTRING(8560248.193781087 5358859.045229464,8560296.603899002 5358894.059049742)",1884,20046,81
297439827,7155812661,"LINESTRING(8562372.2938671 5350514.926218225,8562393.526374958 5350283.462445877)",9996,12132,520
648815544,2188087150,"LINESTRING(8563168.088261582 5350359.255994481,8563181.67706661 5350217.580862682)",10856,11272,717
4425043214,4425043215,"LINESTRING(8565273.503740681 5346958.48211538,8565293.886948224 5346957.899298652)",16146,5982,1637
256226294,6512368937,"LINESTRING(8563191.019370068 5352020.4557585325,8563207.156076038 5352021.622026085)",9280,12848,829
4489907926,4704023600,"LINESTRING(8563005.02260124 5351949.313714217,8563019.460706582 5351790.703901097)",9283,12845,821
2200689553,2200689924,"LINESTRING(8560334.822413145 5357402.003637986,8560223.564071974 5357284.143212789)",2263,19865,185
2200691061,2019674460,"LINESTRING(8560603.201312456 5357048.426843002,8561678.415510334 5357554.290854536)",3895,18233,217
6556669918,2382243948,"LINESTRING(8561269.902059168 5355567.167867368,8561289.435966395 5355538.000109973)",4594,17534,251
6494948624,6494948622,"LINESTRING(8563576.60171275 5353834.178426411,8563557.917105835 5354215.6300509395)",9181,12947,315
8918233249,260734093,"LINESTRING(8562155.72228696 5350256.060314813,8562160.818088846 5350193.677040699)",9940,12188,527
2267609316,2267609127,"LINESTRING(8563364.276634179 5353542.55929193,8563435.617860578 5353645.2081849035)",9121,13007,1289
2200691505,2200691036,"LINESTRING(8560327.178710315 5356991.249019949,8560256.68678423 5356977.829785875)",2634,19494,214
6889086472,6889086456,"LINESTRING(8561296.230368908 5351190.693437526,8561124.671705425 5351167.953276953)",9290,12838,594
6525066570,6512368954,"LINESTRING(8563572.355211178 5348137.012152211,8563573.204511493 5348127.103018715)",13137,8991,1384
4835508611,5830273124,"LINESTRING(8559674.066768635 5358466.899449386,8559764.092601947 5358337.938453578)",902,20834,52
343687580,297173741,"LINESTRING(8562755.328308841 5350573.230342945,8562780.80731827 5350312.613737689)",10340,11788,692
3411364208,3411364211,"LINESTRING(8564261.987066373 5347787.867279452,8564333.328292774 5347706.266024741)",14187,7941,1434
6411673854,6411673851,"LINESTRING(8564103.167907603 5347189.280406934,8564089.579102574 5347136.825747462)",14465,7663,1481
2496884827,1388196118,"LINESTRING(8565303.22925168 5346048.166851726,8565252.271232825 5346000.380672461)",16289,5839,1525
2536140427,1382701786,"LINESTRING(8564532.064566314 5347407.844668658,8564636.528504971 5347458.55231054)",14712,7416,1494
2496884832,2496884827,"LINESTRING(8565252.271232825 5346000.380672461,8565383.063481223 5346020.777182399)",16436,5692,1533
3589029733,3589029394,"LINESTRING(8561337.846084308 5350754.55850491,8561280.093662936 5350748.144908373)",9613,12515,647
2912713388,2912713387,"LINESTRING(8564159.221728345 5352113.174484998,8564166.865431175 5352044.947407823)",10305,11823,873
5108878035,5000827758,"LINESTRING(8564273.877270775 5353503.483022314,8564243.30245946 5353502.3165690275)",9958,12170,1319
7236314976,7236298927,"LINESTRING(8562525.167923672 5350865.9225675315,8562476.757805757 5350861.841138572)",9625,12503,1039
6768567111,6768567108,"LINESTRING(8562591.413348185 5354535.851516853,8562692.480085585 5354684.5920119705)",7685,14443,300
260727129,260727128,"LINESTRING(8567286.345485523 5344404.346584588,8567427.329337694 5344463.777781959)",19316,2812,1686
2259716414,6485580124,"LINESTRING(8560869.88161114 5354407.528294565,8561354.832090594 5353335.515254506)",7175,14953,438
2021401925,490935809,"LINESTRING(8560344.164716601 5358877.135686812,8560362.000023201 5358922.653767436)",1983,19979,91
3741078538,3741078536,"LINESTRING(8564685.7879232 5350787.792666838,8564678.993520685 5350859.508894257)",12063,10065,951
2912713399,2912713400,"LINESTRING(8564352.012899688 5351936.484878858,8564399.573717287 5351940.5667790985)",10651,11477,970
2200691495,2200690385,"LINESTRING(8560930.181933453 5354969.247119066,8560735.692161486 5355282.494464646)",5034,17094,380
2259715839,2259716156,"LINESTRING(8561822.796563763 5352892.864723799,8561804.111956848 5352808.88597182)",7042,15086,422
6185462970,9620073591,"LINESTRING(8563608.875124693 5348234.355377199,8563603.779322807 5348167.9054008)",13133,8995,1142
4637110966,3525974883,"LINESTRING(8562716.260494385 5349013.720763386,8562714.561893757 5349027.711463642)",11590,10538,616
2188087206,9620136436,"LINESTRING(8564161.769629288 5350184.931755311,8564158.372428032 5350184.348736577)",11934,10194,994
3793018446,3793021257,"LINESTRING(8560934.428435026 5354475.189409372,8560823.170093855 5354433.19279743)",5307,16821,425
8166677502,260734083,"LINESTRING(8561727.674928565 5350748.727962421,8561550.17116288 5350727.738039702)",9407,12721,1337
4829157476,6411675544,"LINESTRING(8563906.979535006 5347396.187778527,8563750.708277177 5347352.474570496)",14309,7819,1441
3875216625,297136566,"LINESTRING(8561342.941886194 5350706.165112899,8561288.586666081 5350700.917651776)",9659,12469,651
256212493,6889126109,"LINESTRING(8562130.243277531 5350524.837893662,8562131.092577845 5350512.011021575)",9620,12508,518
2312003304,2536150157,"LINESTRING(8565196.21741208 5346551.684911916,8565406.843890024 5346695.052672173)",16390,5738,1731
292229674,292229663,"LINESTRING(8563647.94293915 5351444.33745605,8563856.021516148 5351463.579698164)",10456,11672,881
6768697614,6768697607,"LINESTRING(8562403.717978729 5352156.910053966,8562535.359527443 5352474.728028763)",8952,13176,636
2268169159,2268169229,"LINESTRING(8561869.508081047 5353395.003492172,8562068.244354589 5353589.217739264)",6912,15216,346
2201605254,2200689759,"LINESTRING(8562167.61249136 5355081.244958588,8562275.473631274 5355053.828696157)",6208,15920,414
2201605445,2201605239,"LINESTRING(8561049.083977453 5354584.848123186,8561094.946194425 5354550.433813198)",5081,17047,418
290056950,6512368940,"LINESTRING(8563277.648002123 5351156.874757313,8563288.68890621 5351158.62399638)",10121,12007,697
8121382104,297171790,"LINESTRING(8564509.133457828 5350747.5618543625,8564571.981681086 5350753.392396119)",11853,10275,939
2267609171,2267608704,"LINESTRING(8563146.855753724 5352781.476404318,8563191.019370068 5352670.089418138)",8774,13354,1265
4425042837,4425042836,"LINESTRING(8565236.983827166 5346858.8209850965,8565246.326130625 5346858.8209850965)",16088,6040,1575
6476883914,7007310831,"LINESTRING(8563317.565116895 5350636.199207842,8563315.017215952 5350738.232995145)",10733,11395,713
5383404615,243860469,"LINESTRING(8562280.56943316 5348961.255824675,8562221.967711473 5348958.341114527)",11238,10890,1053
2201604725,2201605000,"LINESTRING(8562124.298175331 5357572.962255759,8562216.871909589 5357562.459587959)",4435,17693,271
256225449,6485649424,"LINESTRING(8563781.28308849 5347793.1130988635,8563931.609244118 5347636.322661306)",13765,8363,1413
4425042820,4425042912,"LINESTRING(8565236.983827166 5346822.103995431,8565245.47683031 5346822.68680366)",16054,6074,1558
5148150060,2261286909,"LINESTRING(8563937.55434632 5353087.06849054,8563982.567262975 5353091.150895498)",9193,12935,1331
260723696,6512368946,"LINESTRING(8563402.495148322 5349846.787020873,8563411.837451778 5349847.953016095)",11427,10701,766
2201605227,2200689405,"LINESTRING(8561871.206681676 5357558.37522035,8561975.670620333 5357561.876106761)",4193,17935,238
1428169732,4144547322,"LINESTRING(8564171.111932745 5351495.067089254,8564246.699660717 5351502.647403019)",10849,11279,900
4144547324,3905599324,"LINESTRING(8564179.604935888 5351738.806424179,8564199.138843117 5351564.456345663)",10745,11383,908
260734078,260713562,"LINESTRING(8568285.122655118 5343480.881110485,8568421.860005716 5343330.571733915)",20853,1275,1715
6494902357,3793018426,"LINESTRING(8561641.046296507 5353753.107389772,8561748.058136106 5353783.436040204)",6260,15868,348
4077233221,4077233229,"LINESTRING(8564254.343363546 5351246.6694541015,8564257.740564803 5351193.6088467445)",11134,10994,910
4726309392,4726309397,"LINESTRING(8563286.990305582 5353403.751794494,8563352.38642978 5353319.18521658)",8935,13193,1278
6856626837,6856626835,"LINESTRING(8561467.789032394 5351242.5878581805,8561469.487633022 5351232.675418397)",8925,13203,570
243860469,260730703,"LINESTRING(8562258.487624988 5349227.081226844,8562280.56943316 5348961.255824675)",11179,10949,554
6494902322,2201604674,"LINESTRING(8562092.024763389 5354928.998224827,8561751.455337364 5354778.503902203)",6463,15665,316
8281752460,8281752461,"LINESTRING(8563449.206665609 5349595.518457609,8563474.685675036 5349332.014396109)",11956,10172,774
7007320286,7007320287,"LINESTRING(8562424.101186274 5355138.99437145,8562473.3606045 5355188.577486702)",7282,14846,294
6556690818,6556690817,"LINESTRING(8563554.519904578 5351877.005964153,8563605.477923436 5351878.755338572)",9825,12303,858
6556690822,6556690797,"LINESTRING(8563302.277711237 5351572.036715943,8563363.427333867 5351574.952244618)",9848,12280,861
297171791,4230603100,"LINESTRING(8564125.249715775 5350735.900781803,8564126.099016089 5350716.076991978)",11413,10715,975
2267608759,2267609114,"LINESTRING(8563215.649079181 5353386.2551980745,8563207.156076038 5353495.317852375)",8858,13270,1257
2267609150,6167900145,"LINESTRING(8563153.650156239 5352996.089644748,8563132.417648382 5352993.173670813)",8390,13738,1237
4425042848,4425042952,"LINESTRING(8565193.66951114 5346879.802187047,8565198.765313024 5346873.974070652)",16061,6067,1569
6556690790,6556690801,"LINESTRING(8563243.675989553 5351633.846119415,8563249.621091751 5351568.538082738)",9736,12392,846
4153923192,4153921977,"LINESTRING(8564759.677050542 5347519.168704559,8564842.059181027 5347599.019748963)",14970,7158,1528
297162549,2562659037,"LINESTRING(8560801.088285683 5357569.461365174,8560654.159331314 5357248.551991863)",2766,19362,196
8918225900,8918225902,"LINESTRING(8562357.855761757 5350164.526121356,8562284.81593473 5350156.363880298)",10233,11895,538
2200504845,2200504803,"LINESTRING(8560429.944048343 5357040.842009519,8560463.066760601 5357021.588229224)",2515,19613,197
2261287415,2261287399,"LINESTRING(8561686.908513479 5352777.394135214,8561746.359535478 5352864.288535627)",7809,14319,445
2019674460,2200504529,"LINESTRING(8560543.750290457 5357036.757870974,8560603.201312456 5357048.426843002)",2658,19470,205
6889086456,6856626839,"LINESTRING(8561303.874071736 5351191.276519297,8561296.230368908 5351190.693437526)",9117,13011,587
2259716462,2259716156,"LINESTRING(8561822.796563763 5352892.864723799,8561838.933269734 5352813.551438158)",7037,15091,423
3793018423,2264400522,"LINESTRING(8561502.610345278 5353750.774420756,8561404.940809136 5353682.535335842)",6098,16030,334
1865214247,1865214235,"LINESTRING(8563202.909574468 5350095.147300499,8563367.673835438 5350107.390584253)",11152,10976,718
6512368946,1865214231,"LINESTRING(8563399.097947067 5349846.204023317,8563402.495148322 5349846.787020873)",11418,10710,764
6512416599,297443303,"LINESTRING(8563805.06349729 5352077.603040472,8563973.224959519 5352095.097176528)",10049,12079,859
8454163043,259994906,"LINESTRING(8562605.002153214 5350047.340346711,8562768.067813555 5350060.166578505)",10562,11566,1224
1382701790,5228129027,"LINESTRING(8564404.669519173 5347365.879932475,8564430.1485286 5347393.273558274)",14481,7647,1470
6476883895,9620136226,"LINESTRING(8563348.989228524 5350639.697490605,8563504.411186036 5350646.111012417)",10807,11321,740
2201604754,2201604911,"LINESTRING(8561187.51992868 5354177.134223385,8561221.491941253 5354119.974046004)",5514,16614,323
6856626831,2187647471,"LINESTRING(8562171.85899293 5351616.352850368,8562236.405816816 5351327.718658048)",8885,13243,488
5704045894,260723696,"LINESTRING(8563411.837451778 5349847.953016095,8563420.330454923 5349848.536013761)",11436,10692,768
2886763050,2886763055,"LINESTRING(8564223.76855223 5350003.031681942,8564230.562954746 5349991.954548704)",12169,9959,1019
5228128378,5228128377,"LINESTRING(8564921.893410569 5347701.6031174995,8564933.783614969 5347691.694447366)",15101,7027,1530
6889086465,292229495,"LINESTRING(8561866.960180104 5351275.823762733,8561868.658780733 5351260.663510847)",8863,13265,1070
4425043079,4425042988,"LINESTRING(8565209.80621711 5346918.267846732,8565214.052718682 5346924.67880546)",16105,6023,1589
3817483928,3817483943,"LINESTRING(8562453.826697271 5349768.665673756,8562546.400431529 5349516.233265256)",10795,11333,535
2188087226,2188087299,"LINESTRING(8564174.509134002 5350186.097792887,8564192.344440604 5350187.846849527)",11960,10168,997
6505317014,9279952008,"LINESTRING(8564282.370273916 5347221.919010844,8564216.974149717 5347151.979285403)",14432,7696,1472
3504757944,5581477714,"LINESTRING(8560189.592059404 5358175.718564187,8560174.304653745 5358174.551524875)",1442,20608,107
260730713,259994580,"LINESTRING(8562999.07749904 5350077.073911055,8563024.556508468 5349818.22018358)",11042,11086,707
7007257084,2201605186,"LINESTRING(8561074.562986882 5354464.690238614,8561081.357389396 5354529.4353137035)",5733,16395,358
2200689572,2200689176,"LINESTRING(8561938.301406505 5355974.359310834,8561940.000007134 5355994.194306329)",4983,17145,398
498719211,2267609079,"LINESTRING(8562543.852530586 5352900.446176205,8563151.95155561 5353008.91994092)",8356,13772,1225
2259715857,2259715922,"LINESTRING(8561640.196996192 5352557.537430348,8561093.247593796 5352417.578308133)",7978,14150,461
4726309390,3204632818,"LINESTRING(8563721.832066491 5353193.7948088,8563449.206665609 5353277.193822074)",9489,12639,1255
4425042824,4425042914,"LINESTRING(8565255.668434082 5346825.600845353,8565293.037647909 5346825.01803694)",16101,6027,1579
1428169736,2187647493,"LINESTRING(8564182.152836831 5351809.3637388125,8564186.399338404 5351750.468753334)",10566,11562,907
260734094,6559255601,"LINESTRING(8564788.553261228 5349849.119011462,8564798.744864998 5349724.358335405)",12965,9163,1446
4425043089,4425043204,"LINESTRING(8565262.462836595 5346950.32268451,8565275.202341309 5346923.513176274)",16142,5986,1636
2261286909,6512416596,"LINESTRING(8563901.034432804 5353084.152488095,8563937.55434632 5353087.06849054)",9148,12980,1327
6512416600,292229686,"LINESTRING(8563830.54250672 5351777.875284371,8564002.101170205 5351792.453259294)",10326,11802,880
2389603682,4548463517,"LINESTRING(8568618.897678629 5342501.583355157,8568667.307796542 5342354.20242001)",21955,173,1730
2279368864,6768567108,"LINESTRING(8562591.413348185 5354535.851516853,8562765.519912612 5354397.029200163)",7729,14399,299
6512416630,254854050,"LINESTRING(8564268.781468889 5349151.879849755,8564284.91817486 5348974.66350311)",13159,8969,783
2021401865,2021401867,"LINESTRING(8560387.47903263 5358102.19537357,8560428.245447716 5358072.436152145)",1740,20310,117
2413773098,259999335,"LINESTRING(8564336.72549403 5352633.349500448,8564349.464998744 5352489.890258451)",10111,12017,1296
6476883915,259988480,"LINESTRING(8563313.318615325 5350902.655508686,8563338.797624752 5350638.531396205)",10641,11487,729
8176625988,2187811802,"LINESTRING(8562325.582349816 5350268.303810213,8562232.159315245 5350395.403904247)",10246,11882,532
6556669917,2382243948,"LINESTRING(8561269.902059168 5355567.167867368,8561445.707224222 5355681.506358289)",4785,17343,250
7155812661,2188087313,"LINESTRING(8562370.595266473 5350536.498701806,8562372.2938671 5350514.926218225)",9764,12364,517
3589029394,3589035463,"LINESTRING(8561333.599582737 5350800.036861671,8561337.846084308 5350754.55850491)",9555,12573,641
6842730523,6889126118,"LINESTRING(8561458.446728937 5351397.1066668,8561332.750282422 5351339.963563179)",8971,13157,581
2021401868,2021401865,"LINESTRING(8560428.245447716 5358072.436152145,8560452.87515683 5358108.614041656)",1784,20266,121
6494948622,6769215333,"LINESTRING(8563398.248646751 5353811.431805271,8563576.60171275 5353834.178426411)",8799,13329,313
4637132675,4284624654,"LINESTRING(8563517.15069075 5349708.034632329,8563439.015061837 5349706.868654633)",12296,9832,761
8918226018,2187811936,"LINESTRING(8562366.348764902 5350044.425296494,8562326.43165013 5350040.927237439)",10320,11808,541
4144547322,254854099,"LINESTRING(8564053.05918906 5351482.82198006,8564171.111932745 5351495.067089254)",10773,11355,896
297136592,297136591,"LINESTRING(8562009.642632904 5349729.022255827,8562044.46394579 5349466.097389184)",10667,11461,1138
6512368952,6512368965,"LINESTRING(8563506.109786665 5348677.9502644595,8563549.424102694 5348376.00033082)",12887,9241,1347
260361743,4750619217,"LINESTRING(8559179.773985723 5359575.687683957,8559166.185180696 5359615.956692144)",847,20993,63
2536140398,2536140409,"LINESTRING(8564524.420863487 5347393.273558274,8564410.614621373 5347332.075143641)",14735,7393,1501
6556571776,6556571774,"LINESTRING(8562341.719055787 5355085.32823863,8562416.457483444 5355158.244255401)",7203,14925,280
653490358,2429528341,"LINESTRING(8565127.424086625 5346794.71204981,8565011.06994357 5346750.4188614115)",16050,6078,1541
4425042923,2429528341,"LINESTRING(8565127.424086625 5346794.71204981,8565189.423009567 5346839.5882581705)",15993,6135,1542
4425043086,4425038758,"LINESTRING(8565163.094699824 5346899.617810073,8565184.32720768 5346932.838213861)",16102,6026,1564
2389612962,260711456,"LINESTRING(8568584.076365743 5343074.235755878,8568605.3088736 5343017.143702942)",21160,968,1719
6140856090,260734082,"LINESTRING(8562106.462868731 5350784.877384728,8562208.378906446 5350793.040176936)",9448,12680,508
2410451852,2410451854,"LINESTRING(8567368.727616008 5344013.974615154,8567529.245375408 5343856.082539636)",19840,2288,1692
254854098,6894355521,"LINESTRING(8563252.168992694 5351407.019281707,8563264.90849741 5351408.185472391)",9882,12246,688
2382243968,2382244009,"LINESTRING(8560982.838552939 5355531.583215619,8560958.208843825 5355655.255049858)",4429,17699,254
259988474,6512416620,"LINESTRING(8564088.72980226 5350972.040348618,8564103.167907603 5350973.206484802)",11155,10973,968
7914137933,6512368941,"LINESTRING(8563282.74380401 5351103.814661861,8563283.593104323 5351093.90236987)",10173,11955,703
4230603096,256225993,"LINESTRING(8564150.728725202 5350449.04299679,8564170.262632431 5350450.792102839)",11698,10430,993
6185462972,260730728,"LINESTRING(8563608.875124693 5348141.092386715,8563608.875124693 5348130.600358744)",13171,8957,1161
4726309391,4726309390,"LINESTRING(8563449.206665609 5353277.193822074,8563383.810541408 5353298.189495639)",9558,12570,1261
2259715855,2259716025,"LINESTRING(8561693.702915993 5352930.7720476035,8561593.485478908 5352845.043397126)",7856,14272,449
