vid,from,WKT,cost_before,cost_remain,visit_number
8643004177,8643004178,"LINESTRING(8563701.448858948 5358308.762005772,8563650.490840092 5358306.427893902)",10460,12300,5145
2281467123,2186319139,"LINESTRING(8566050.613528248 5353560.639412506,8565969.080698077 5353704.698402562)",4508,17294,1568
5472928170,5472928167,"LINESTRING(8566738.546782814 5351401.188330483,8566683.342262385 5351332.96647256)",2073,19614,1180
2926442406,2926442405,"LINESTRING(8569195.572592026 5354148.554090799,8569097.053755568 5354162.552512117)",3159,19089,3027
295855298,295844078,"LINESTRING(8567187.826649068 5352700.41453884,8567169.991342466 5352840.377914998)",2648,18724,441
4881359124,4881359125,"LINESTRING(8566662.959054843 5350789.541836542,8566677.397160186 5350790.70794986)",2397,20051,3679
2281408294,2281408068,"LINESTRING(8568197.644722745 5355624.336937158,8568163.672710175 5355636.587497822)",4970,17407,3444
2321236253,2321236073,"LINESTRING(8567927.567222806 5351590.696115246,8567833.294887919 5351584.281942516)",798,20115,43
2195004000,297407992,"LINESTRING(8568758.18293017 5354397.612482874,8568818.483252484 5354514.269760211)",3752,18646,3509
2281408272,2281408123,"LINESTRING(8566167.816971617 5354872.416740429,8566087.982742075 5354864.83368104)",5560,16484,2479
2561533067,241928326,"LINESTRING(8564943.975218741 5356057.783253503,8564738.444542686 5356058.950027237)",7881,14697,4278
2561102302,2195100080,"LINESTRING(8568700.4305088 5356486.582457294,8568796.401444312 5356682.028108452)",5957,17227,6998
295844078,295841104,"LINESTRING(8567220.100061009 5352401.833038608,8567187.826649068 5352700.41453884)",2507,18843,401
5472928885,5472928884,"LINESTRING(8566230.665194875 5351190.110355792,8566231.514495188 5351182.530296568)",2615,19475,2615
2641610394,2641610396,"LINESTRING(8565270.106539425 5350699.751549708,8565120.629684111 5350685.175286161)",3821,19289,6755
2196723583,2196722830,"LINESTRING(8568744.594125142 5354706.17416372,8568811.68884997 5354833.33488513)",4028,18425,3708
2912713383,2912713395,"LINESTRING(8564060.70289189 5352035.03411344,8563995.30676769 5352027.453366038)",5296,17560,5630
8157358228,297162433,"LINESTRING(8564243.30245946 5357227.5474008005,8564344.369196858 5357261.388154199)",9353,13537,5804
6562154186,6562140580,"LINESTRING(8566547.4542121 5351809.946859343,8566448.935375644 5351803.532535506)",2500,19095,937
6422056811,2946282621,"LINESTRING(8565026.357349224 5357068.84757928,8565026.357349224 5357093.935973797)",8792,14128,5943
2281432572,2281432646,"LINESTRING(8566942.37885824 5356051.949387029,8566927.940752897 5356304.559156231)",6312,16042,3363
5336442391,1782466237,"LINESTRING(8566568.686719958 5351442.005065769,8566505.838496702 5351436.757189776)",2230,19425,1093
2280852266,2280852279,"LINESTRING(8563910.376736261 5357547.28908874,8563916.321838463 5357441.096287094)",9681,13116,5332
2315734803,2315734929,"LINESTRING(8568772.621035513 5351700.903955356,8569081.766349912 5351941.149907852)",701,20660,416
290901343,498715954,"LINESTRING(8565882.45206602 5353941.496568547,8565860.370257849 5354088.4777717935)",4911,16928,1700
6562140576,260542007,"LINESTRING(8566929.639353527 5351759.21550979,8566913.502647555 5351921.906678322)",2106,19280,460
2691808417,2691808416,"LINESTRING(8565759.303520449 5351941.733036639,8565939.355187075 5351957.477527746)",3478,18672,2765
297408754,2926665778,"LINESTRING(8569148.861074738 5352943.019062145,8569102.149557455 5353146.555139885)",2160,19801,2197
5339170991,5336591605,"LINESTRING(8565432.322899451 5351097.400824661,8565276.051641624 5351101.482356913)",3620,19016,4531
2318283707,2318283641,"LINESTRING(8568684.293802828 5352650.261508035,8568783.661939599 5352790.807311851)",1500,19835,371
2368118502,2368118501,"LINESTRING(8565473.089314537 5353560.056182261,8565499.41762428 5353561.222642787)",5142,17119,3072
2200690217,2200691385,"LINESTRING(8564859.045187311 5353510.481745107,8564852.250784798 5353533.227630539)",5683,16758,3651
299387522,619160012,"LINESTRING(8569445.266884422 5352859.039857544,8569463.102191024 5352777.394135214)",2205,20317,4031
260540159,2318895605,"LINESTRING(8564922.742710885 5355164.07756143,8565017.015045768 5355193.827479083)",7139,15538,4723
1812620158,1812620159,"LINESTRING(8564876.880493913 5353165.217696479,8564879.428394856 5353116.811767675)",5573,17115,4768
297451632,297451633,"LINESTRING(8565751.659817621 5352110.841927094,8565758.454220135 5352002.378630161)",3572,18532,2654
260541907,687992223,"LINESTRING(8568184.905218033 5350310.864657605,8568232.466035632 5350288.126646432)",1346,21379,4953
7244916396,662857617,"LINESTRING(8562994.830997469 5359777.03446896,8563041.542514754 5360040.250899887)",12397,10653,6494
2281408389,2281409232,"LINESTRING(8568426.955807602 5356506.418545084,8568345.42297743 5356329.645489299)",6059,17094,6892
2281408861,2281409041,"LINESTRING(8566316.444526616 5355161.744238579,8566234.062396131 5355151.82762299)",5659,16369,2426
2281408832,2281408499,"LINESTRING(8566531.317506129 5353491.818496024,8566392.032254588 5353478.404308867)",4062,17737,1552
8745710042,299253655,"LINESTRING(8567141.11513178 5357521.0325139575,8567170.840642782 5357627.809713641)",7711,15364,6618
6562153080,2281408964,"LINESTRING(8567334.755603438 5353844.676885692,8567368.727616008 5353855.758605564)",3501,18091,931
299446347,3189759134,"LINESTRING(8566922.844951013 5356883.312250837,8566972.10436924 5357012.836524084)",7064,15603,4668
1782796652,1812620158,"LINESTRING(8564879.428394856 5353116.811767675,8564860.743787942 5353096.982905688)",5611,17121,4989
5472928887,5472928888,"LINESTRING(8566140.63936156 5351333.549563243,8566138.940760933 5351351.625392566)",2665,19283,2158
260540393,3937985787,"LINESTRING(8565647.195878964 5355854.76685192,8565652.29168085 5355962.691686181)",6883,15379,3088
2281467025,2281467155,"LINESTRING(8565997.107608447 5353496.484304785,8566006.449911904 5353457.408228664)",4407,17511,2041
2281432233,2281408335,"LINESTRING(8567693.160336064 5356434.658780725,8567682.968732292 5356500.584397226)",6149,16477,4493
2251227643,2280852264,"LINESTRING(8563147.70505404 5358906.897483544,8563189.320769439 5359032.948502248)",11287,11458,5064
6294518401,6294518403,"LINESTRING(8562964.256186154 5358683.978105663,8562875.928953469 5358682.811002565)",11511,11497,6312
3204632815,2261287447,"LINESTRING(8563868.761020863 5353082.402887067,8563732.023670264 5353070.738888616)",6512,16529,6467
2195004137,297454622,"LINESTRING(8569063.931043312 5354706.17416372,8568939.933197426 5354766.837777316)",3953,18565,4008
297487831,297489007,"LINESTRING(8565054.384259596 5356425.324217923,8565030.603850797 5356425.907627823)",7929,14616,4132
6294517484,6294518399,"LINESTRING(8562948.968780497 5358419.049459456,8562837.710439326 5358479.737293452)",11260,11623,5771
260542040,2186433307,"LINESTRING(8567655.791122235 5351305.561251616,8567537.73837855 5351292.733303582)",1366,20160,755
5148150028,2200689559,"LINESTRING(8564940.578017483 5353544.892208739,8564892.16789957 5353539.64314674)",5667,16776,3655
2281467159,2281467141,"LINESTRING(8565863.767459106 5353508.732063916,8565723.632907249 5353493.568174035)",4662,17309,2229
2281409041,2281407908,"LINESTRING(8566345.320737302 5354889.3328182595,8566316.444526616 5355161.744238579)",5576,16417,2317
2248444384,260540466,"LINESTRING(8565027.20664954 5354392.362939786,8564915.099008055 5354357.366061562)",6644,16131,5203
2282060683,2282060686,"LINESTRING(8565781.38532862 5353881.421586466,8565766.097922964 5353880.838336113)",4855,17030,1887
